date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:56:52	37632/37632	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2012%20May%202022%2001:45:15%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	(from https://www.odofit.com/)
13:56:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:56:53%20GMT	http://cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/theme.scss.css?v=131697107384100122431642776339	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/theme.scss7c2a.css	(from https://www.odofit.com/)
13:56:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:56:53%20GMT	http://cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/lazysizes.min.js?v=41644173127543473891639985200	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/lazysizes.minaf00.js	(from https://www.odofit.com/)
13:56:53	169753/169753	---MCZ	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2007:46:01%20GMT	https://cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/theme.scss.css?v=131697107384100122431642776339	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/theme.scss7c2a.css	(from https://www.odofit.com/)
13:56:53	22708/22708	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2011%20Aug%202022%2007:46:00%20GMT	https://cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/lazysizes.min.js?v=41644173127543473891639985200	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/lazysizes.minaf00.js	(from https://www.odofit.com/)
13:56:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:56:54%20GMT	http://cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/vendor.min.js?v=85821191610609335681639985202	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/vendor.min1d89.js	(from https://www.odofit.com/)
13:56:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:56:55%20GMT	http://cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/theme.min.js?v=143434099123678971721639985201	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/theme.minbb1f.js	(from https://www.odofit.com/)
13:56:55	138718/138718	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2011%20Aug%202022%2007:46:00%20GMT	https://cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/vendor.min.js?v=85821191610609335681639985202	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/vendor.min1d89.js	(from https://www.odofit.com/)
13:56:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:56:56%20GMT	http://cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/custom.js?v=101612360477050417211639985198	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/custom749d.js	(from https://www.odofit.com/)
13:56:56	123884/123884	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2011%20Aug%202022%2007:46:00%20GMT	https://cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/theme.min.js?v=143434099123678971721639985201	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/theme.minbb1f.js	(from https://www.odofit.com/)
13:56:56	105/105	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2011%20Aug%202022%2007:46:00%20GMT	https://cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/custom.js?v=101612360477050417211639985198	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/custom749d.js	(from https://www.odofit.com/)
13:56:56	54334/54334	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:77ef36bf71c34fd3e9e2cec66194f668	https://www.odofit.com/POST	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/www.odofit.com/POST	(from https://www.odofit.com/)
13:56:56	81909/81909	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2008%20Aug%202022%2023:16:19%20GMT	https://cdn.shopify.com/s/trekkie.storefront.40843249406b965149797f3a2828e03f7fbc07e2.min.js	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/trekkie.storefront.40843249406b965149797f3a2828e03f7fbc07e2.min.js	(from https://www.odofit.com/)
13:56:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:56:57%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	(from https://www.odofit.com/)
13:56:58	8318/8318	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2008%20Aug%202022%2015:00:56%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	(from https://www.odofit.com/)
13:56:58	59401/59401	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2017%20Jun%202022%2016:57:24%20GMT	https://cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://www.odofit.com/)
13:56:58	59027/59027	---MCZ	200	added ('OK')	text/html	etag:cacheable:f2e092cf64526dcf705e8e04f61e820e	https://www.odofit.com/collections/all	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/www.odofit.com/collections/all.html	(from https://www.odofit.com/)
13:56:59	55025/55025	---MCZ	200	added ('OK')	text/html	etag:cacheable:cb0077a574d8c66139cfd3090e767155	https://www.odofit.com/blogs/news	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/www.odofit.com/blogs/news.html	(from https://www.odofit.com/)
13:56:59	55830/55830	---MCZ	200	added ('OK')	text/html	etag:cacheable:f115d07f570ae632a6cc19065ecd071e	https://www.odofit.com/pages/contact	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/www.odofit.com/pages/contact.html	(from https://www.odofit.com/)
13:57:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:57:00%20GMT	http://cdn.shopify.com/s/files/1/0615/4928/1493/files/imageedit_7_3382580420_x50.png?v=1640173912	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/files/imageedit_7_3382580420_x509f4c.png	(from https://www.odofit.com/)
13:57:00	55438/55438	---MCZ	200	added ('OK')	text/html	etag:cacheable:de8331d9761960f8ab079b32f1675fb1	https://www.odofit.com/search	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/www.odofit.com/search.html	(from https://www.odofit.com/)
13:57:00	15872/15872	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Aug%202022%2010:57:00%20GMT	https://cdn.shopify.com/s/files/1/0615/4928/1493/files/imageedit_7_3382580420_x50.png?v=1640173912	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/files/imageedit_7_3382580420_x509f4c.png	(from https://www.odofit.com/)
13:57:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:57:01%20GMT	http://cdn.shopify.com/s/files/1/0615/4928/1493/files/custom_resized_3c24ded1-7057-4547-94d8-6a06469807b5_300x.jpg?v=1641209864	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/files/custom_resized_3c24ded1-7057-4547-94d8-6a06469807b5_300x01e9.jpg	(from https://www.odofit.com/)
13:57:02	55813/55813	---MCZ	200	added ('OK')	text/html	etag:cacheable:06cf9b9d730f00b7575dab4afe79f409	https://www.odofit.com/cart	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/www.odofit.com/cart.html	(from https://www.odofit.com/)
13:57:02	24109/24109	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:57:02%20GMT	https://cdn.shopify.com/s/files/1/0615/4928/1493/files/custom_resized_3c24ded1-7057-4547-94d8-6a06469807b5_300x.jpg?v=1641209864	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/files/custom_resized_3c24ded1-7057-4547-94d8-6a06469807b5_300x01e9.jpg	(from https://www.odofit.com/)
13:57:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:57:02%20GMT	http://cdn.shopify.com/s/files/1/0615/4928/1493/files/custom_resized_07b0e590-2452-4c4f-b70e-6b2518109bd7_300x.jpg?v=1639986760	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/files/custom_resized_07b0e590-2452-4c4f-b70e-6b2518109bd7_300x5949.jpg	(from https://www.odofit.com/)
13:57:03	20128/20128	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:57:03%20GMT	https://cdn.shopify.com/s/files/1/0615/4928/1493/files/custom_resized_07b0e590-2452-4c4f-b70e-6b2518109bd7_300x.jpg?v=1639986760	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/files/custom_resized_07b0e590-2452-4c4f-b70e-6b2518109bd7_300x5949.jpg	(from https://www.odofit.com/)
13:57:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:57:03%20GMT	http://cdn.shopify.com/s/files/1/0615/4928/1493/products/71kmpfqFxnL._AC_SL1500__2_{width}x.jpg?v=1640609186	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/products/71kmpfqFxnL._AC_SL1500__2_{width}x7384.jpg	(from https://www.odofit.com/)
13:57:04	94238/94238	---MCZ	200	added ('OK')	text/html	etag:cacheable:94d14d6e1a9a045b4034b5a3c4f3f76c	https://www.odofit.com/products/odofit-compression-brace	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/www.odofit.com/products/odofit-compression-brace.html	(from https://www.odofit.com/)
13:57:04	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Aug%202022%2010:57:05%20GMT	https://cdn.shopify.com/s/files/1/0615/4928/1493/products/71kmpfqFxnL._AC_SL1500__2_{width}x.jpg?v=1640609186	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/products/71kmpfqFxnL._AC_SL1500__2_{width}x7384.jpg	(from https://www.odofit.com/)
13:57:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:57:05%20GMT	http://cdn.shopify.com/s/files/1/0615/4928/1493/products/71kmpfqFxnL._AC_SL1500__2_1024x1024.jpg?v=1640609186	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/products/71kmpfqFxnL._AC_SL1500__2_1024x10247384.jpg	(from https://www.odofit.com/)
13:57:05	158782/158782	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:57:05%20GMT	https://cdn.shopify.com/s/files/1/0615/4928/1493/products/71kmpfqFxnL._AC_SL1500__2_1024x1024.jpg?v=1640609186	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/products/71kmpfqFxnL._AC_SL1500__2_1024x10247384.jpg	(from https://www.odofit.com/)
13:57:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:57:06%20GMT	http://cdn.shopify.com/s/files/1/0615/4928/1493/products/benziprincipal_{width}x.png?v=1640093793	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/products/benziprincipal_{width}x0441.png	(from https://www.odofit.com/)
13:57:07	88158/88158	---MCZ	200	added ('OK')	text/html	etag:cacheable:b89d54262d0c8010b947c20a37f45ba0	https://www.odofit.com/products/odofit-resistance-bands	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/www.odofit.com/products/odofit-resistance-bands.html	(from https://www.odofit.com/)
13:57:07	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Aug%202022%2010:57:07%20GMT	https://cdn.shopify.com/s/files/1/0615/4928/1493/products/benziprincipal_{width}x.png?v=1640093793	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/products/benziprincipal_{width}x0441.png	(from https://www.odofit.com/)
13:57:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:57:07%20GMT	http://cdn.shopify.com/s/files/1/0615/4928/1493/products/benziprincipal_1024x1024.png?v=1640093793	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/products/benziprincipal_1024x10240441.png	(from https://www.odofit.com/)
13:57:08	457523/457523	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Aug%202022%2010:57:08%20GMT	https://cdn.shopify.com/s/files/1/0615/4928/1493/products/benziprincipal_1024x1024.png?v=1640093793	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/products/benziprincipal_1024x10240441.png	(from https://www.odofit.com/)
13:57:08	6453/6453	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:675a0da0395e83038185799b414632b8	https://www.odofit.com/collections/all.atom	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/www.odofit.com/collections/all.atom	(from https://www.odofit.com/collections/all)
13:57:09	54334/54334	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:77ef36bf71c34fd3e9e2cec66194f668	https://www.odofit.com/collections/POST	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/www.odofit.com/collections/POST.2e.delayed	(from https://www.odofit.com/collections/all)
13:57:09	517/517	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:534c17a89d3b56a2315f382ccc472aa6	https://www.odofit.com/blogs/news.atom	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/www.odofit.com/blogs/news.atom	(from https://www.odofit.com/blogs/news)
13:57:09	54334/54334	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:77ef36bf71c34fd3e9e2cec66194f668	https://www.odofit.com/blogs/POST	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/www.odofit.com/blogs/POST	(from https://www.odofit.com/blogs/news)
13:57:10	54334/54334	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:77ef36bf71c34fd3e9e2cec66194f668	https://www.odofit.com/pages/POST	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/www.odofit.com/pages/POST	(from https://www.odofit.com/pages/contact)
13:57:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:57:11%20GMT	http://cdn.shopify.com/s/global/search.css	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/global/search.css	(from https://www.odofit.com/search)
13:57:11	239/239	---MCZ	200	added ('OK')	text/css	date:Mon,%2009%20May%202022%2010:37:29%20GMT	https://cdn.shopify.com/s/global/search.css	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/global/search.css	(from https://www.odofit.com/search)
13:57:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:57:11%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_medium.gif	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_medium.gif	(from https://www.odofit.com/cart)
13:57:11	1809/1809	---M--	200	added ('OK')	image/gif	date:Wed,%2006%20Apr%202022%2022:57:39%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_medium.gif	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_medium.gif	(from https://www.odofit.com/cart)
13:57:12	10712/10712	---MC-	400	error ('Bad%20Request')	text/html	date:Fri,%2012%20Aug%202022%2010:57:12%20GMT	https://www.odofit.com/cart/change?line=1&quantity=0	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/www.odofit.com/cart/change0437	(from https://www.odofit.com/cart)
13:57:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:57:12%20GMT	http://cdn.shopify.com/s/files/1/0615/4928/1493/products/71kmpfqFxnL._AC_SL1500__2_1200x1200.jpg?v=1640609186	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/products/71kmpfqFxnL._AC_SL1500__2_1200x12007384.jpg	(from https://www.odofit.com/products/odofit-compression-brace)
13:57:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:57:13%20GMT	http://cdn.shopify.com/s/files/1/0615/4928/1493/products/Odofit_07_1_1200x1200.jpg?v=1643149167	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/products/Odofit_07_1_1200x12009576.jpg	(from https://www.odofit.com/products/odofit-compression-brace)
13:57:14	202394/202394	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:57:13%20GMT	https://cdn.shopify.com/s/files/1/0615/4928/1493/products/71kmpfqFxnL._AC_SL1500__2_1200x1200.jpg?v=1640609186	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/products/71kmpfqFxnL._AC_SL1500__2_1200x12007384.jpg	(from https://www.odofit.com/products/odofit-compression-brace)
13:57:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:57:15%20GMT	http://cdn.shopify.com/s/files/1/0615/4928/1493/products/poza1_mod_1200x1200.jpg?v=1643149168	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/products/poza1_mod_1200x120003fe.jpg	(from https://www.odofit.com/products/odofit-compression-brace)
13:57:15	138275/138275	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:57:15%20GMT	https://cdn.shopify.com/s/files/1/0615/4928/1493/products/Odofit_07_1_1200x1200.jpg?v=1643149167	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/products/Odofit_07_1_1200x12009576.jpg	(from https://www.odofit.com/products/odofit-compression-brace)
13:57:15	165953/165953	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Aug%202022%2010:57:15%20GMT	https://cdn.shopify.com/s/files/1/0615/4928/1493/products/poza1_mod_1200x1200.jpg?v=1643149168	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/products/poza1_mod_1200x120003fe.jpg	(from https://www.odofit.com/products/odofit-compression-brace)
13:57:15	4055/4055	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:ea7501daf1ec36230591637fd52e0318	https://www.odofit.com/products/odofit-compression-brace.oembed	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/www.odofit.com/products/odofit-compression-brace.oembed	(from https://www.odofit.com/products/odofit-compression-brace)
13:57:16	54334/54334	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:77ef36bf71c34fd3e9e2cec66194f668	https://www.odofit.com/products/POST	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/www.odofit.com/products/POST	(from https://www.odofit.com/products/odofit-compression-brace)
13:57:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2010:57:16%20GMT	http://cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/pagefly-main.css?v=27747955206712591151646378510	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/pagefly-maine7c6.css	(from https://www.odofit.com/products/odofit-compression-brace)
13:57:16	6119/6119	---MCZ	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2020:46:37%20GMT	https://cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/pagefly-main.css?v=27747955206712591151646378510	C:/Users/xbrey/Downloads/ODOFIT_SITE/ODOFIT/cdn.shopify.com/s/files/1/0615/4928/1493/t/2/assets/pagefly-maine7c6.css	(from https://www.odofit.com/products/odofit-compression-brace)
